lr,droupout_prob,weight_decay,b1,b2,loss,test
0.07615740644347263,0.2530077051385828,0.08860077550341251,0.9743410595105062,0.9956850513628704,0.4712,0.4756
0.0275270086549207,0.08767333300453807,0.05714268296012142,0.9199953888832295,0.997439133346806,0.6206,0.6098
0.024756138583593924,0.9265692922799638,0.0410311611216726,0.9528266674180143,0.9974431449145936,0.4088,0.4214
0.0263373913351546,0.018856151882089365,0.02638909645227551,0.9101606494597748,0.9969499093618344,0.7208,0.7164
0.0263373913351546,0.018856151882089365,0.02638909645227551,0.9101606494597748,0.9969499093618344,0.754,0.7468
0.046979522750374404,0.0,0.0,0.9,0.9945188745743241,0.7006,0.6908
0.022909984080281928,0.5812707614207362,0.00812421117970202,0.951854190534524,0.9940286080293156,0.7586,0.7514
0.06771419180737656,0.5150599901293711,0.09372631786251903,0.9037305016180636,0.9999999999,0.388,0.3934
0.022909984080281928,0.5812707614207362,0.00812421117970202,0.951854190534524,0.9940286080293156,0.7584,0.7558
0.03155507355849177,0.41592417331629333,0.0,0.9999999999,0.9922033582922515,0.7116,0.715
0.028633938547524457,0.6688006652043944,0.017597513168668914,0.997349623473281,0.9907823666487916,0.7194,0.7112
0.03171221030722403,1.0,0.0,0.9,0.9940128692213136,0.325,0.3172
0.04660459237088031,0.5259486543676605,0.0,0.9799994456683072,0.9919757673341131,0.5464,0.5424
0.0,0.44333902071559206,0.07262066173282908,0.9735593178396063,0.9908493297519355,0.7586,0.7514
0.0,0.6573739624653611,0.006837317232909458,0.9999999999,0.99,0.7586,0.7514
0.012863320446266905,0.5841998613491914,0.004318199075576751,0.9723976028922713,0.9927523054352053,0.78,0.7732
0.012863320446266905,0.5841998613491914,0.004318199075576751,0.9723976028922713,0.9927523054352053,0.79,0.7724
0.0,0.0,0.0,0.9,0.99,0.78,0.7732
0.1,0.0,0.0,0.9999999999,0.9999999999,0.175,0.1644
0.007367696476547361,0.5313554053428985,0.1,0.9,0.9999999999,0.6602,0.6542
0.012863320446266905,0.5841998613491914,0.004318199075576751,0.9723976028922713,0.9927523054352053,0.7852,0.7738
0.011073925360711917,0.5271564338663802,0.009125585481876784,0.9999999999,0.99,0.7718,0.7684
0.0,0.2678040456522451,0.0,0.985994162315777,0.9995084941612329,0.79,0.7724
0.019234009580254122,0.0,0.0,0.9999999999,0.99,0.7538,0.7556
0.0,0.2678040456522451,0.0,0.985994162315777,0.9995084941612329,0.79,0.7724
0.0,0.3720540505529127,0.0,0.9999999999,0.99,0.79,0.7724
0.0,0.3577045014930348,0.0,0.9,0.9999999999,0.79,0.7724
0.0,0.0,0.1,0.9,0.9999999999,0.79,0.7724
0.0,0.2678040456522451,0.0,0.985994162315777,0.9995084941612329,0.79,0.7724
0.0,0.2898740885216527,0.1,0.9999999999,0.991073234927457,0.79,0.7724
0.1,1.0,0.1,0.9921625521808037,0.9952859911764047,0.0952,0.1048
0.0,0.14377980882569036,0.1,0.9,0.9962833232888326,0.79,0.7724
0.0,0.2678040456522451,0.0,0.985994162315777,0.9995084941612329,0.79,0.7724
0.0,0.0,0.050029309131274825,0.9999999999,0.9999999999,0.79,0.7724
0.0,0.22898498772189613,0.05643107428146326,0.9393245441396122,0.99,0.79,0.7724
0.03200680685434188,0.0,0.0,0.9262562606854359,0.9912887841925204,0.6966,0.691
0.0,0.2678040456522451,0.0,0.985994162315777,0.9995084941612329,0.79,0.7724
0.014462441168961762,0.6031545896834365,0.0,0.9986325423898667,0.99,0.7868,0.781
0.060147443651720284,0.0,0.0,0.9413022274661529,0.9999999999,0.0952,0.1048
0.0,0.6373330300238791,0.0,0.9999999999,0.99,0.79,0.7724
0.0,0.2678040456522451,0.0,0.985994162315777,0.9995084941612329,0.79,0.7724
0.06122926717575009,1.0,0.08636565666846031,0.9559241160317841,0.9913268079768109,0.1016,0.0984
0.007417708824729723,0.0,0.0,0.9999999999,0.9941633599015991,0.8218,0.8084
0.012084309664142333,0.0,0.0,0.9572988545340124,0.995467332402819,0.8206,0.8092
0.007417708824729723,0.0,0.0,0.9999999999,0.9941633599015991,0.8356,0.827
0.1,0.0,0.0,0.996980052358831,0.99,0.4846,0.4664
0.0,0.4917138123871702,0.0,0.9946745626412525,0.9959659964766465,0.8218,0.8084
0.0,0.3198492156515788,0.0,0.9,0.9943389525446408,0.8218,0.8084
0.007417708824729723,0.0,0.0,0.9999999999,0.9941633599015991,0.8496,0.8344
0.0,0.6053780114081337,0.0,0.9999999999,0.99,0.8356,0.827
0.0,0.45115916704132264,0.0,0.9961390173086917,0.995566876799443,0.8356,0.827
0.0,0.0,0.0,0.9,0.9967326727593953,0.8356,0.827
0.007417708824729723,0.0,0.0,0.9999999999,0.9941633599015991,0.8584,0.8512
0.0,0.5374655950393528,0.0,0.9952573559029858,0.99,0.8496,0.8344
0.0,0.0,0.1,0.9999999999,0.9939947600610908,0.8496,0.8344
0.0,0.3670236643622434,0.0,0.9999999999,0.9968871193072473,0.8496,0.8344
0.007417708824729723,0.0,0.0,0.9999999999,0.9941633599015991,0.8598,0.8594
0.0,0.5484185647930526,0.0,0.9937514575085942,0.99,0.8584,0.8512
0.1,0.37294593034521323,0.0,0.9143172591402923,0.99,0.5212,0.5254
0.0,0.06253188431911116,0.0,0.9361576865119513,0.9933004452071196,0.8584,0.8512
0.007417708824729723,0.0,0.0,0.9999999999,0.9941633599015991,0.8678,0.8546
0.0,0.5431552337951054,0.0,0.9999999999,0.99,0.8598,0.8594
0.010874608292112222,0.1516673212330267,0.0,0.9999999999,0.9923395479681414,0.8548,0.844
0.007392217647724681,0.07369786886068302,0.1,0.9620085839910978,0.992389158206797,0.7366,0.7304
0.007417708824729723,0.0,0.0,0.9999999999,0.9941633599015991,0.8658,0.8632
0.0,0.14006778402837222,0.0,0.9999999999,0.9932528856241641,0.8678,0.8546
0.0,0.5375610518199363,0.0,0.9999999999,0.99,0.8678,0.8546
0.0,0.1142018172292507,0.0,0.9999999999,0.9952642216523702,0.8678,0.8546
0.0,0.14006778402837222,0.0,0.9999999999,0.9932528856241641,0.8678,0.8546
0.0074164126411547715,0.2021427925832695,0.0,0.9999999999,0.9944639389829253,0.8588,0.8568
0.0,0.0,0.0,0.9999999999,0.9944324371970974,0.8678,0.8546
0.06394944806497557,0.0,0.1,0.9999999999,0.99,0.6868,0.6834
0.0,0.14006778402837222,0.0,0.9999999999,0.9932528856241641,0.8678,0.8546
0.012502388823892187,0.39400686053030887,0.0,0.9999999999,0.9968429287429602,0.8534,0.8398
0.0,0.0,0.066162748878533,0.9999999999,0.9960621246209214,0.8678,0.8546
0.01678851935138861,0.5119576442637395,0.0,0.9999999999,0.9999999999,0.8242,0.8164
0.0,0.14006778402837222,0.0,0.9999999999,0.9932528856241641,0.8678,0.8546
0.0,0.07604247034509141,0.0,0.9999999999,0.9942582690723152,0.8678,0.8546
0.0,0.0,0.04115458571979269,0.9999999999,0.9944275749490602,0.8678,0.8546
0.0,0.1972232084546842,0.0,0.9999999999,0.9947904642348708,0.8678,0.8546
0.046228107598238914,0.5710296854489322,0.07925018608961096,0.9686745293496365,0.9923784741750111,0.5592,0.5418
0.055661584922899736,0.6786889506313345,0.0192697267676842,0.9081211441660634,0.9970845577440487,0.6826,0.679
0.05851408117771909,0.2830407674555447,0.018988137476460082,0.964216936575521,0.996147409227344,0.733,0.7252
0.06709487042117702,0.08258542122538805,0.01806970293407755,0.9688781764842379,0.9932675252476021,0.6626,0.6526
0.05851408117771909,0.2830407674555447,0.018988137476460082,0.964216936575521,0.996147409227344,0.6132,0.6094
0.08774969644918656,0.4267810304051978,0.03391331316448668,0.9771014985920461,0.994101456860338,0.1008,0.0992
0.0,5.551115123125783e-17,0.047503255766735204,0.987735512818232,0.9927324079804746,0.733,0.7252
0.013445904741242666,0.06480709077164887,0.021255857029888706,0.9924214178654743,0.9996887182053722,0.775,0.7662
0.013445904741242666,0.06480709077164887,0.021255857029888706,0.9924214178654743,0.9996887182053722,0.7512,0.7452
0.00847560658074218,1.0,0.0,0.9,0.9999999999,0.5616,0.5538
0.026342212317632976,0.0,0.09011605129638894,0.903301502585939,0.9991308920495617,0.717,0.706
0.0,0.03991091459716229,0.04095979837029863,0.9999999999,0.9999999999,0.775,0.7662
0.0,0.03991091459716229,0.04095979837029863,0.9999999999,0.9999999999,0.775,0.7662
0.06425251086403216,1.0,0.034674072980269637,0.9757909664741582,0.9907282342402511,0.099,0.101
0.06475205605639611,0.0,0.0,0.9,0.9904068524509662,0.7106,0.7004
0.0,1.0,0.0708567178877724,0.9999999999,0.9999999999,0.775,0.7662
0.0,0.03991091459716229,0.04095979837029863,0.9999999999,0.9999999999,0.775,0.7662
0.0,0.14461151002703396,0.09359912613660226,0.9966998007231167,0.9956416796474996,0.775,0.7662
0.020877254618573923,0.6042785524046491,0.0021666835354778183,0.9983036982366491,0.992943645452577,0.713,0.704
0.0,0.8424735827176201,0.1,0.9918391869257717,0.9929358587814416,0.775,0.7662
0.0,0.03991091459716229,0.04095979837029863,0.9999999999,0.9999999999,0.775,0.7662
0.04268037981773634,0.0,0.0,0.9999999999,0.9999999999,0.6532,0.648
0.0,0.19995990194323926,0.043470737623679555,0.9169893662034022,0.9997290509467746,0.775,0.7662
0.03556825167979789,0.0,0.0,0.9419228136290114,0.9999999999,0.755,0.7484
0.0,0.03991091459716229,0.04095979837029863,0.9999999999,0.9999999999,0.775,0.7662
0.0,0.08482060737672258,0.09436824499959424,0.9191605199422869,0.9967690501858032,0.775,0.7662
0.08693778611488429,0.6211010392145556,0.06679249026397609,0.9305401475045771,0.9983499014684876,0.446,0.4444
0.1,0.0391896199604334,0.03585437218333295,0.9502806181886431,0.9909735513464202,0.098,0.102
0.0,0.03991091459716229,0.04095979837029863,0.9999999999,0.9999999999,0.775,0.7662
0.0377686616151534,0.0,0.01156473983743087,0.9,0.99,0.7484,0.7464
0.1,0.18020387033684784,0.1,0.9327226166057453,0.9934449223722601,0.1314,0.134
0.0,0.5232018809469252,0.0,0.9999999999,0.9999999999,0.775,0.7662
0.0,0.03991091459716229,0.04095979837029863,0.9999999999,0.9999999999,0.775,0.7662
0.05299301207868761,0.0,0.0,0.9409429874403996,0.9981847865037544,0.682,0.6678
0.011603670828409808,0.318722010258378,0.0,0.9506648625803985,0.9999999999,0.7888,0.7802
0.0575570059948487,0.33402751506846234,0.0,0.9,0.99,0.7418,0.7312
0.011603670828409808,0.318722010258378,0.0,0.9506648625803985,0.9999999999,0.8156,0.8102
0.0,0.5623525165994329,0.0,0.9520007255128223,0.9999999999,0.7888,0.7802
0.02406581812806468,0.3782651927566737,0.0,0.925137264729008,0.99,0.796,0.7866
0.011567474636130922,0.3492831458334119,0.024914046826795242,0.9,0.99,0.7482,0.7378
0.011603670828409808,0.318722010258378,0.0,0.9506648625803985,0.9999999999,0.8302,0.8212
0.021810629808479864,0.2632707099622301,0.1,0.9521932323065904,0.99,0.6862,0.6768
0.018598096428499824,0.27220421397436695,0.1,0.946891606547324,0.9999999999,0.677,0.6748
0.1,1.0,0.0,0.9,0.99,0.0994,0.1012
0.011603670828409808,0.318722010258378,0.0,0.9506648625803985,0.9999999999,0.8388,0.8268
0.0,0.2558201398456077,0.0,0.9539352481951813,0.9962254204630383,0.8302,0.8212
0.007712886165168253,0.11023322706592915,0.0,0.9344621307797099,0.9973671670886519,0.847,0.8414
0.0,1.0,0.0,0.9999999999,0.99,0.8302,0.8212
0.007712886165168253,0.11023322706592915,0.0,0.9344621307797099,0.9973671670886519,0.8574,0.8498
0.005899961002617278,0.0,0.0,0.9207368614789735,0.99,0.8608,0.855
0.005797590191263553,0.0,0.0,0.9171733850938031,0.99,0.8552,0.854
0.0,0.0,0.0,0.9250103446301756,0.99,0.847,0.8414
0.005899961002617278,0.0,0.0,0.9207368614789735,0.99,0.8628,0.8576
0.010401098055548723,0.0,0.0,0.9168891823071321,0.9999999999,0.8596,0.8554
0.005841690488295834,0.0,0.0,0.9,0.99,0.8678,0.862
0.0,0.0,0.0,0.9,0.99,0.8608,0.855
0.005841690488295834,0.0,0.0,0.9,0.99,0.8716,0.8644
0.012603659632813428,0.0,0.0,0.9,0.9999999999,0.8658,0.8614
1.3877787807814458e-18,0.0,0.0,0.9,0.9999999999,0.8678,0.862
0.011377977825246337,0.0,0.0,0.9,0.99,0.8592,0.854
0.005841690488295834,0.0,0.0,0.9,0.99,0.8748,0.8698
0.0,0.0,0.0,0.9,0.9999999999,0.8716,0.8644
0.006363126913992751,0.0,0.0,0.9,0.9999999999,0.8666,0.862
0.01603200203763999,0.0,0.0,0.9,0.99,0.8616,0.8496
0.005841690488295834,0.0,0.0,0.9,0.99,0.877,0.8678
0.07105954849394845,0.42419818753217564,0.1,0.9,0.99,0.5328,0.5424
0.0,0.0,0.0,0.9,0.99,0.8748,0.8698
0.0,1.0,0.0,0.9742520758275942,0.99,0.8748,0.8698
0.005841690488295834,0.0,0.0,0.9,0.99,0.8784,0.8716
0.0,1.0,0.0,0.9784146617022851,0.99,0.877,0.8678
0.0,1.0,0.0,0.978232730209104,0.9999999999,0.877,0.8678
0.0,1.0,0.0,0.9644392732662317,0.99,0.877,0.8678
0.005841690488295834,0.0,0.0,0.9,0.99,0.8792,0.872
0.00850669108530736,1.0,0.0,0.9687619933458346,0.99,0.688,0.6804
0.0030111200588361976,0.0,0.0,0.9,0.99,0.8838,0.8738
0.0,0.8310397964121732,0.0,0.946231212256522,0.9999999999,0.8784,0.8716
0.0030111200588361976,0.0,0.0,0.9,0.99,0.885,0.8754
0.0,0.8949984396825731,0.0,0.9681953999333802,0.99,0.8838,0.8738
0.0,0.22327475174351868,0.0,0.9999999999,0.9999999999,0.8838,0.8738
0.0,0.7983230392329033,0.0,0.99446901364342,0.9953585183424716,0.8838,0.8738
0.006765907700014075,0.48186465396653666,0.007736448827527578,0.9155619410737906,0.9933910444450608,0.7498,0.7532
0.08239321051679564,0.04537812166063227,0.06444145252605317,0.9476069268102121,0.9957416731676842,0.464,0.4568
0.09618976442554152,0.47983875213468385,0.007262233689750092,0.9753923191766367,0.9935371682817179,0.0996,0.1006
0.003407863464238279,0.4827474866285943,0.008462565808582323,0.9858573961897681,0.992986527100413,0.6998,0.6936
0.006765907700014075,0.48186465396653666,0.007736448827527578,0.9155619410737906,0.9933910444450608,0.7728,0.7756
0.022998317340954356,0.46805253829888155,0.032952172409687376,0.9128993707518707,0.9977757590338902,0.6982,0.7118
0.0,0.0,0.03983739318979161,0.9,0.9990918430640418,0.7498,0.7532
0.055736419031257416,0.39339854322673434,0.07595686369691801,0.9,0.9922267001984318,0.5182,0.5282
0.006765907700014075,0.48186465396653666,0.007736448827527578,0.9155619410737906,0.9933910444450608,0.77,0.7762
0.0,0.4696610507455522,0.005107411685530638,0.9,0.9917523074238282,0.7728,0.7756
0.0,1.0,0.1,0.9,0.9999999999,0.7728,0.7756
0.008360153287921201,1.0,0.1,0.9,0.99,0.098,0.102
0.0,0.4696610507455522,0.005107411685530638,0.9,0.9917523074238282,0.7728,0.7756
0.0,1.0,0.06122625616779424,0.9003598563870111,0.99,0.7728,0.7756
0.006510848665779116,0.5327255536005315,0.026399265000681845,0.9060198463034351,0.9938732591610836,0.751,0.7454
0.0003318615063756077,1.0,0.00808947918904501,0.9109507150875177,0.9913820401264025,0.7662,0.7696
0.0,0.4696610507455522,0.005107411685530638,0.9,0.9917523074238282,0.7728,0.7756
0.0,0.8924580160878715,0.0,0.9670993566924038,0.9955366871574224,0.7728,0.7756
0.013149304433715717,0.0,0.04984100656962462,0.9226501254691385,0.9954864839468573,0.733,0.7414
0.015130590989929289,0.1676737927175745,0.07783554252519873,0.9679700739211109,0.995497864117585,0.7118,0.7172
0.0,0.4696610507455522,0.005107411685530638,0.9,0.9917523074238282,0.7728,0.7756
0.017142004446162026,0.9001542536702087,0.023182723533939107,0.9471654077996972,0.9920362110712849,0.6734,0.6836
0.013998975865845401,0.8595099114375685,0.005732354121285742,0.989930139005005,0.997707693967342,0.7098,0.7132
0.0014934830330725474,1.0,0.029209431005942834,0.9757555628049502,0.99,0.0576,0.062
0.0,0.4696610507455522,0.005107411685530638,0.9,0.9917523074238282,0.7728,0.7756
0.02314085801937299,0.7370673024506227,0.019640752242018847,0.9,0.9943864339822368,0.7102,0.7132
0.004561561853317384,0.16949444734281166,0.05078755007633928,0.9895620912114305,0.9926424154012393,0.736,0.7434
0.0,0.3097043101676569,0.07135222027792003,0.9,0.9999999999,0.7728,0.7756
0.0,0.4696610507455522,0.005107411685530638,0.9,0.9917523074238282,0.7728,0.7756
0.00014749942112060631,1.0,0.0,0.9078570930620153,0.99,0.7642,0.7662
0.004003135472133603,0.9157033902261574,0.05830407177274845,0.9300646210687464,0.9989227689649098,0.6964,0.7036
0.024982112190605435,0.9872224941017796,0.07748048388260087,0.9486157412099641,0.9928702206278689,0.0986,0.1014
0.0,0.4696610507455522,0.005107411685530638,0.9,0.9917523074238282,0.7728,0.7756
0.04070843615153115,0.3599555238803171,0.01542726274923302,0.9820055741963367,0.9996999882983497,0.098,0.102
0.005171498374843306,0.019595733147093328,0.02193544623227693,0.9433991622775453,0.9942609403223852,0.7786,0.7802
0.06897366638709428,0.5723486569614873,0.08935340016340257,0.9377502081590873,0.9942427994679249,0.1472,0.1426
0.005171498374843306,0.019595733147093328,0.02193544623227693,0.9433991622775453,0.9942609403223852,0.7752,0.779
0.0,0.8346604231797385,0.00192063753183943,0.9905093253717416,0.9954731483919383,0.7786,0.7802
0.006661566695544463,0.35498162165095004,0.040944085242543476,0.9999999999,0.9950666750653778,0.74,0.7412
0.0,0.0,0.1,0.9999999999,0.9999999999,0.7786,0.7802
0.0,0.8346604231797385,0.00192063753183943,0.9905093253717416,0.9954731483919383,0.7786,0.7802
0.0056077871850729296,0.5709654234542421,0.014428076550729136,0.9,0.9974842916114796,0.7678,0.7732
0.012231152513064069,0.86836391931759,0.020969895933656356,0.9723252052921382,0.9976239809799581,0.7056,0.708
0.048650022906958745,0.10317105227022857,0.05792206446606762,0.9953774813842843,0.9947234054519379,0.5344,0.5308
0.0,0.8346604231797385,0.00192063753183943,0.9905093253717416,0.9954731483919383,0.7786,0.7802
0.01051837174596567,0.623840944385501,0.007397449010191156,0.9,0.9937404273521696,0.7634,0.7682
0.032859614119915156,0.19905969140695676,0.017646051766729502,0.9584656987047632,0.9954261044316043,0.727,0.7246
0.1,0.04487000919844654,0.06440018956951676,0.9684351203897641,0.9902170469679679,0.1556,0.1672
0.0,0.8346604231797385,0.00192063753183943,0.9905093253717416,0.9954731483919383,0.7786,0.7802
0.05943404371976795,0.0,0.0,0.9,0.99,0.5872,0.5902
0.000632984320577252,0.7480153744734123,0.0026539935950062187,0.9,0.9912917918638375,0.7692,0.7716
0.00978410628109833,0.9126419905818529,0.0056930789444339614,0.9739954551748713,0.9933184686516998,0.6666,0.6686
0.0,0.8346604231797385,0.00192063753183943,0.9905093253717416,0.9954731483919383,0.7786,0.7802
0.034492606375908695,0.8769097133129593,0.0483857639205224,0.9204330720724023,0.9901168482017152,0.602,0.6194
0.03128720302519118,0.16635893977414623,0.0032923565872468906,0.9892193718917449,0.9935958134933297,0.6284,0.6348
0.0,0.0,0.1,0.9,0.9979169424759865,0.7786,0.7802
0.0,0.8346604231797385,0.00192063753183943,0.9905093253717416,0.9954731483919383,0.7786,0.7802
0.0,0.0,0.044048996863690223,0.9,0.9906592814011992,0.7786,0.7802
0.07239247520398664,1.0,0.0,0.9000111146114266,0.9920665766756446,0.2094,0.2092
0.010449619987347714,0.17433588244785148,0.02358346319104988,0.9,0.9923130227795288,0.7564,0.7564
0.0,0.8346604231797385,0.00192063753183943,0.9905093253717416,0.9954731483919383,0.7786,0.7802
0.016561672298192918,0.0,0.0,0.9,0.9936277934495169,0.742,0.7458
0.1,0.0,0.1,0.9,0.9999999999,0.0934,0.0998
0.015229192917169544,0.05420511402606119,0.05983154628701276,0.9,0.9999999999,0.7218,0.7252
0.0,0.8346604231797385,0.00192063753183943,0.9905093253717416,0.9954731483919383,0.7786,0.7802
0.0,0.9176841580410829,0.03681671097835178,0.9,0.99,0.7786,0.7802
0.011003699364278084,0.6776788316064112,0.0,0.9543301668974753,0.9970434956432788,0.761,0.7692
0.0413096800993763,0.3456166283306147,0.02882152631486691,0.9999999999,0.99,0.4202,0.4342
0.0,0.8346604231797385,0.00192063753183943,0.9905093253717416,0.9954731483919383,0.7786,0.7802
0.043197453664971575,0.6560218556360491,0.05716016849300766,0.9586909145082192,0.9902535236729596,0.6104,0.62
0.08900758720849034,0.4306862878038089,0.00016124582959080595,0.9971078566014203,0.9980972954227636,0.1014,0.0986
0.015997790259836536,0.10391387783828478,0.08730662689637307,0.9006652403067915,0.9999999999,0.6978,0.7018
0.0,0.8346604231797385,0.00192063753183943,0.9905093253717416,0.9954731483919383,0.7786,0.7802
0.05944319764557755,0.899837130069245,0.018275623527869017,0.9999999999,0.9999999999,0.1022,0.099
0.009320460807968335,0.3289846410743908,0.004853603161690388,0.9,0.9999999999,0.7856,0.7902
0.0,0.5305267086548177,0.1,0.9,0.9968485701843616,0.7786,0.7802
0.009320460807968335,0.3289846410743908,0.004853603161690388,0.9,0.9999999999,0.79,0.794
0.038619642969033696,0.03259858927591038,0.005736743267108377,0.9,0.9935653939021405,0.457,0.4846
0.026163166490050772,0.38850841854206203,0.05130695846637309,0.9999999999,0.9999999999,0.7358,0.7334
0.029486398831918965,0.21147350072639629,0.04895980661828089,0.9,0.9981118350365742,0.6924,0.6964
0.01262786206138902,0.6050837317172016,0.0459848232584817,0.9891884885257581,0.9959552679774564,0.6626,0.6626
0.0968494900997618,0.19912275610080526,0.014131171191255402,0.917113937801206,0.9980650612385613,0.69,0.684
0.1,0.0,0.0,0.9,0.9999999999,0.1032,0.0968
0.0,1.0,0.1,0.9999999999,0.99,0.0996,0.1004
0.0968494900997618,0.19912275610080526,0.014131171191255402,0.917113937801206,0.9980650612385613,0.568,0.5636
0.041200527198433146,0.6254095679771715,0.04620812323088494,0.9587380493975451,0.9960059958420687,0.7054,0.7028
0.07328958573046074,0.6088248472088466,0.04638331392540225,0.911058524991408,0.991901719923703,0.494,0.4838
0.04735446295033336,0.3064954765428734,0.0492401021156032,0.9086007539157386,0.9999999999,0.6332,0.628
0.041200527198433146,0.6254095679771715,0.04620812323088494,0.9587380493975451,0.9960059958420687,0.63,0.6258
0.04476301037648041,0.5397624390757351,0.0926179394506804,0.9484182189484852,0.9999999999,0.4922,0.4864
0.062230015783754866,0.2889159529274086,0.04055286072661661,0.9911034433007657,0.9913292511021349,0.3538,0.3504
0.08282566342342766,0.10728306143989029,0.04565711668687299,0.944818595716429,0.9990738977593926,0.34,0.3388
0.09666059984139042,0.2940202080349837,0.04118668792439633,0.9333093682616992,0.9977461832380283,0.0964,0.1036
0.018009167808904346,0.40269858765602806,0.048258751478881444,0.9186425362581728,0.9924828555328415,0.715,0.7086
0.0,0.904827319867037,0.05668079115344515,0.9963242127021749,0.9933641788213,0.7054,0.7028
0.034879930817022266,1.0,0.0710687393951796,0.9904866430042709,0.9963807946525,0.1026,0.0974
0.018009167808904346,0.40269858765602806,0.048258751478881444,0.9186425362581728,0.9924828555328415,0.7242,0.7226
0.0023724439979433726,1.0,0.05244107157189037,0.9326891368796189,0.9906296377186605,0.0962,0.1038
0.02264334734479825,0.5934536977271214,0.06038707947123978,0.9748581891989613,0.9987528631538564,0.6928,0.6912
